player,season,contract_length
Greivis Vasquez,2011,4
Luke Babbitt,2011,3
Larry Drew,2011,3
Quentin Richardson,2011,2
Louis Amundson,2011,2
Shannon Brown,2011,2
Ben Wallace,2011,2
Anthony Tolliver,2011,2
Nate Robinson,2011,1
Keyon Dooling,2011,2
Elliot Williams,2011,3
Matt Barnes,2011,2
Dominique Jones,2011,3
Omer Asik,2011,2
Lance Stephenson,2011,4
Keith Bogans,2011,1
Lazar Hayward,2011,3
Josh Howard,2011,1
Jon Brockman,2011,3
James Anderson,2011,2
Eddie House,2011,2
Zydrunas Ilgauskas,2011,2
Shaquille O'Neal,2011,2
Craig Brackins,2011,2
Brian Cook,2011,2
Marquis Daniels,2011,1
Royal Ivey,2011,2
Damion James,2011,2
Craig Smith,2011,1
Aaron Gray,2011,2
Daniel Orton,2011,2
Christian Eyenga,2011,2
Joey Graham,2011,2
Dexter Pittman,2011,3
Gary Neal,2011,3
Renaldo Balkman,2011,1
Ian Mahinmi,2011,2
Joe Alexander,2011,2
Danny Green,2011,2
Solomon Alabi,2011,2
Hassan Whiteside,2011,2
Hamady N'Diaye,2011,1
Roger Mason,2011,1
Andy Rautins,2011,2
Joe Smith,2011,1
Juwan Howard,2011,1
Jerry Stackhouse,2011,1
Theo Ratliff,2011,1
Tracy McGrady,2011,1
Brian Cardinal,2011,1
Tony Battie,2011,1
Kurt Thomas,2011,1
Jason Collins,2011,1
Earl Boykins,2011,1
Jason Williams,2011,1
Alonzo Gee,2011,2
Da'Sean Butler,2011,2
Magnum Rolle,2011,2
Garrett Siler,2011,2
Patrick Beverley,2011,2
Armon Johnson,2011,2
Pape Sy,2011,2
Derrick Caracter,2011,2
Semih Erden,2011,2
Gani Lawal,2011,2
Manny Harris,2011,2
Ishmael Smith,2011,2
Landry Fields,2011,2
Devin Ebanks,2011,2
Jeremy Evans,2011,2
Jeremy Lin,2011,2
Brian Scalabrine,2011,1
Malik Allen,2011,1
Jamaal Magloire,2011,1
Kwame Brown,2011,1
Earl Watson,2011,1
Luke Harangody,2011,2
Carlos Arroyo,2011,1
Melvin Ely,2011,1
Etan Thomas,2011,1
Sundiata Gaines,2011,2
Francisco Elson,2011,1
Earl Barron,2011,1
Josh Powell,2011,1
Kyrylo Fesenko,2011,1
Delonte West,2011,1
James Jones,2011,1
Othyus Jeffers,2011,1
Zabian Dowdell,2011,2
Anthony Carter,2011,1
Stephen Graham,2011,1
Hilton Armstrong,2011,1
Patty Mills,2011,1
Von Wafer,2011,1
Shelden Williams,2011,1
Jeff Adrien,2011,2
Shawne Williams,2011,1
Dominic McGuire,2011,1
Chris Quinn,2011,1
Cartier Martin,2011,1
Taylor Griffin,2011,1
Peja Stojakovic,2011,1
Acie Law,2011,1
Ike Diogu,2011,1
Jason Williams,2011,1
Willie Warren,2011,1
Trent Plaisted,2011,1
Terrico White,2011,2
Darington Hobson,2011,1
Stanley Robinson,2011,1
Pooh Jeter,2011,1
Gary Forbes,2011,1
Ben Uzoh,2011,1
Kenny Hasbrouck,2011,1
Mike Bibby,2011,1
Rasual Butler,2011,1
Steve Novak,2011,1
Rodney Carney,2011,1
Damien Wilkins,2011,1
Al Thornton,2011,1
Sasha Pavlovic,2011,1
Jannero Pargo,2011,1
Rodney Carney,2011,1
Larry Hughes,2011,1
Acie Law,2011,1
Damien Wilkins,2011,1
Trey Johnson,2011,1
Garrett Temple,2011,1
Reggie Williams,2011,10
Larry Owens,2011,1
Reggie Williams,2011,10
Chris Johnson,2011,1
Reggie Williams,2011,10
