const,age,games_played_perc,games_started_perc,minutes_played,avg_minutes_played,WS48,PER,team_successes,player_successes
1.0,26,0.926829268292683,0.1341463414634146,1634,21.5,0.212,19.4,0,0
1.0,28,1.0,0.3297872340425531,2490,26.489,0.136,20.421,1,0
1.0,23,0.2790697674418604,0.0232558139534883,212,8.833,0.023,7.719,1,0
1.0,33,0.1097560975609756,0.1097560975609756,230,25.556,0.125,17.4,0,0
1.0,22,0.6219512195121951,0.2317073170731707,1047,20.529,0.183,20.4,0,0
1.0,22,0.8390804597701149,0.0,927,12.699,0.093,15.7,1,0
1.0,21,0.5531914893617021,0.0744680851063829,715,13.75,0.078,12.147,1,0
1.0,30,0.5975609756097561,0.0,938,19.143,0.102,11.7,1,0
1.0,25,0.6233766233766234,0.0129870129870129,575,11.979,0.059,11.764,1,0
1.0,28,0.6707317073170732,0.2439024390243902,1007,18.309,0.071,9.7,0,0
1.0,23,0.9545454545454546,0.9545454545454546,3228,38.429,0.206,24.593,1,2
1.0,27,0.9878048780487804,0.4878048780487805,2683,33.123,0.111,16.2,0,0
1.0,24,0.7926829268292683,0.7926829268292683,2142,32.954,0.076,17.6,0,0
1.0,23,0.9390243902439024,0.4146341463414634,1560,20.26,0.092,15.0,0,0
1.0,22,0.3658536585365853,0.0,362,12.067,-0.053,8.7,1,0
1.0,31,0.975609756097561,0.1585365853658536,1567,19.588,0.031,10.2,0,0
1.0,25,0.6818181818181818,0.5454545454545454,1246,27.689,0.065,16.0,0,0
1.0,25,0.7613636363636364,0.0113636363636363,782,11.672,0.051,10.261,1,0
1.0,23,0.8780487804878049,0.7560975609756098,1848,25.667,0.221,20.7,0,0
1.0,32,0.9239130434782608,0.3369565217391304,2502,29.435,0.217,26.004,1,0
1.0,33,0.8780487804878049,0.5487804878048781,1983,27.542,0.061,13.9,0,0
1.0,26,0.6829268292682927,0.6707317073170732,1727,30.839,0.097,11.3,2,0
1.0,30,1.0,0.1038961038961039,1957,25.416,0.11,12.868,1,0
1.0,24,0.3809523809523809,0.0,251,7.844,0.079,14.484,1,0
1.0,23,0.9381443298969072,0.9381443298969072,3595,39.505,0.113,17.116,2,0
1.0,27,0.4942528735632184,0.0344827586206896,787,18.302,0.012,10.297,1,0
1.0,31,0.2840909090909091,0.0113636363636363,338,13.52,0.03,8.489,1,0
1.0,30,0.4146341463414634,0.1585365853658536,488,14.353,0.03,8.1,0,0
1.0,33,0.7904761904761904,0.019047619047619,826,9.952,0.125,12.934,5,0
1.0,39,0.9885057471264368,0.9885057471264368,3127,36.36,0.181,22.676,1,0
1.0,25,0.2195121951219512,0.024390243902439,390,21.667,0.012,9.0,0,0
1.0,31,0.3384615384615385,0.0461538461538461,505,22.955,0.057,9.2,0,0
1.0,35,0.9,0.9,2097,29.125,0.173,28.989,2,0
1.0,24,0.8207547169811321,0.0377358490566037,1065,12.241,0.199,22.324,3,0
1.0,20,0.6744186046511628,0.1511627906976744,707,12.19,0.035,12.745,1,0
1.0,26,0.8191489361702128,0.0319148936170212,1031,13.39,0.064,10.797,1,0
1.0,26,1.0,0.0853658536585365,2029,24.744,0.111,16.9,0,0
1.0,25,0.7926829268292683,0.6219512195121951,2080,32.0,0.055,13.3,0,0
1.0,25,0.2597402597402597,0.0,137,6.85,0.176,19.688,1,0
1.0,34,0.8488372093023255,0.8488372093023255,2345,32.123,0.166,18.752,1,0
1.0,22,0.8055555555555556,0.5277777777777778,1802,31.069,0.045,12.1,0,0
1.0,35,0.946808510638298,0.2978723404255319,1493,16.775,0.122,15.513,1,0
1.0,22,0.9069767441860463,0.9069767441860463,2245,28.782,0.143,18.577,1,0
1.0,22,0.4675324675324675,0.0519480519480519,326,9.056,0.075,7.571,1,0
1.0,27,0.1219512195121951,0.0,137,13.7,0.105,16.2,0,0
1.0,25,0.5609756097560976,0.524390243902439,1384,30.087,0.055,14.5,0,0
1.0,25,0.9146341463414634,0.8658536585365854,2086,27.813,0.129,18.4,0,0
1.0,28,0.8314606741573034,0.1910112359550561,1162,15.703,0.167,15.946,1,0
1.0,35,0.2906976744186046,0.0930232558139534,576,23.04,0.039,13.068,1,0
1.0,24,0.9090909090909092,0.6212121212121212,1655,27.583,0.186,20.5,0,0
1.0,25,0.735632183908046,0.1264367816091954,793,12.391,0.055,11.669,1,0
1.0,26,0.3246753246753247,0.0,239,9.56,0.062,10.931,1,0
1.0,26,0.9873417721518988,0.8734177215189873,2298,29.462,0.101,10.253,1,0
1.0,36,0.93,0.13,1793,19.28,0.062,9.143,3,0
1.0,30,0.8913043478260869,0.2065217391304347,1265,15.427,0.168,16.12,1,0
1.0,26,0.8780487804878049,0.3902439024390244,1500,20.833,0.141,19.3,0,0
1.0,37,0.2765957446808511,0.0,142,5.462,0.038,9.958,1,0
1.0,29,0.2804878048780488,0.0121951219512195,196,8.522,-0.049,4.0,0,0
1.0,28,0.951219512195122,0.951219512195122,2578,33.051,0.143,20.9,0,0
1.0,26,0.7439024390243902,0.1951219512195122,976,16.0,0.108,18.1,0,0
1.0,26,0.951219512195122,0.9390243902439024,2056,26.359,0.07,14.3,0,0
1.0,31,0.981132075471698,0.981132075471698,2900,27.885,0.128,15.346,5,0
1.0,29,0.8780487804878049,0.8780487804878049,2537,35.236,0.087,16.9,0,0
1.0,35,0.9891304347826086,0.9891304347826086,3272,35.956,0.141,19.147,1,0
1.0,27,0.9659090909090908,0.9659090909090908,3142,36.965,0.148,19.968,1,2
1.0,28,0.8045977011494253,0.8045977011494253,2055,29.357,0.038,13.713,1,0
1.0,21,0.5853658536585366,0.0365853658536585,702,14.625,-0.014,7.8,0,0
1.0,34,0.8048780487804879,0.024390243902439,1101,16.682,0.096,11.2,0,0
1.0,22,0.9595959595959596,0.9595959595959596,3760,39.579,0.19,29.328,2,2
1.0,21,0.8446601941747572,0.087378640776699,1297,14.908,0.148,19.946,5,0
1.0,35,0.7894736842105263,0.5473684210526316,2037,27.16,0.035,8.915,5,0
1.0,22,0.2272727272727272,0.0795454545454545,342,17.1,0.02,9.415,1,0
1.0,27,0.4146341463414634,0.4024390243902439,1064,31.294,0.036,15.0,0,0
1.0,37,0.9770114942528736,0.0,1776,20.894,0.038,14.161,1,0
1.0,27,1.0,0.08,1607,16.07,0.155,17.311,2,0
1.0,28,0.6212121212121212,0.1212121212121212,999,24.366,0.139,18.2,0,0
1.0,32,0.735632183908046,0.1724137931034483,1320,20.625,0.139,20.981,1,0
1.0,25,0.8170731707317073,0.8048780487804879,2424,36.179,0.158,21.8,0,1
1.0,30,0.84375,0.1458333333333333,1667,20.58,0.052,10.573,1,0
1.0,29,0.989247311827957,0.978494623655914,3037,33.011,0.146,19.945,1,0
1.0,21,0.2816901408450704,0.028169014084507,196,9.8,0.128,13.663,1,0
1.0,22,0.8048780487804879,0.6341463414634146,1959,29.682,0.069,12.8,0,0
1.0,37,0.9021739130434784,0.9021739130434784,2212,26.651,0.138,17.738,1,0
1.0,23,1.0,0.4095238095238095,2721,25.914,0.146,20.809,5,0
1.0,24,0.975609756097561,0.975609756097561,2799,34.988,0.072,15.5,0,0
1.0,23,0.1363636363636363,0.0,99,8.25,0.052,15.178,1,0
1.0,29,0.7804878048780488,0.6341463414634146,1609,25.141,0.119,16.0,0,0
1.0,20,0.7127659574468085,0.1382978723404255,715,10.672,0.132,14.509,1,0
1.0,27,0.638095238095238,0.0380952380952381,592,8.836,0.059,12.066,5,0
1.0,26,0.6829268292682927,0.1829268292682926,1017,18.161,0.156,18.3,0,0
1.0,26,0.5538461538461539,0.0769230769230769,488,13.556,0.049,13.0,0,0
1.0,24,0.7439024390243902,0.0609756097560975,768,12.59,0.031,11.4,0,0
1.0,36,0.3902439024390244,0.1829268292682926,633,19.781,0.091,12.2,0,0
1.0,27,1.0,1.0,3877,42.141,0.119,19.927,1,0
1.0,24,0.975609756097561,0.1097560975609756,1626,20.325,0.109,14.9,0,0
1.0,30,0.9514563106796116,0.9514563106796116,3092,31.551,0.112,16.263,5,0
1.0,26,0.9895833333333334,0.5833333333333334,2726,28.695,0.167,16.968,2,0
1.0,33,0.8780487804878049,0.2195121951219512,1527,21.208,0.107,15.2,0,0
1.0,28,1.0,0.3292682926829268,2021,24.646,0.078,13.6,0,0
1.0,34,0.902439024390244,0.902439024390244,2484,33.568,0.141,19.5,0,0
1.0,24,0.2769230769230769,0.0153846153846153,317,17.611,0.076,12.0,0,0
1.0,28,0.935483870967742,0.935483870967742,3326,38.23,0.14,21.511,1,2
1.0,28,0.8536585365853658,0.7926829268292683,2502,35.743,0.132,19.3,0,0
1.0,22,0.8522727272727273,0.8522727272727273,2880,38.4,0.173,24.103,1,2
1.0,23,0.978494623655914,0.978494623655914,2852,31.341,0.181,21.918,1,1
1.0,33,0.3431372549019608,0.0588235294117647,362,10.343,0.142,24.049,3,0
1.0,25,0.5853658536585366,0.3902439024390244,1142,23.792,0.223,26.2,0,0
1.0,24,0.9393939393939394,0.1818181818181818,1325,21.371,0.185,23.2,0,0
1.0,24,0.2804878048780488,0.0,196,8.522,0.049,11.3,0,0
1.0,23,0.6413043478260869,0.1521739130434782,589,9.983,0.071,11.031,1,0
1.0,27,0.9772727272727272,0.1022727272727272,1837,21.36,0.096,14.548,1,0
1.0,23,0.797752808988764,0.797752808988764,2283,32.155,0.203,24.447,1,3
1.0,22,0.7682926829268293,0.7195121951219512,2128,33.778,0.099,17.0,0,0
1.0,24,0.6219512195121951,0.024390243902439,307,6.02,-0.031,3.8,0,0
1.0,35,0.4791666666666667,0.0,345,7.5,0.074,12.827,1,0
1.0,23,0.9191919191919192,0.9191919191919192,2554,28.066,0.241,30.661,2,0
1.0,29,0.8631578947368421,0.7157894736842105,2940,35.854,0.108,18.088,1,1
1.0,26,0.6111111111111112,0.0,450,10.227,0.096,9.8,0,0
1.0,30,0.7572815533980582,0.2524271844660194,773,9.91,0.211,28.363,5,0
1.0,23,0.8292682926829268,0.0,1651,24.279,0.125,15.5,0,0
1.0,28,0.8617021276595744,0.1276595744680851,1705,21.049,0.113,16.634,1,0
1.0,31,0.4756097560975609,0.1585365853658536,736,18.872,0.033,17.0,0,0
1.0,30,0.945054945054945,0.6593406593406593,2166,25.186,0.115,21.169,2,0
1.0,24,0.7682926829268293,0.024390243902439,1050,16.667,0.082,9.0,0,0
1.0,28,0.9302325581395348,0.9302325581395348,2061,25.762,0.121,15.875,1,0
1.0,24,0.4210526315789473,0.0263157894736842,466,14.562,0.06,14.107,1,0
1.0,29,0.8640776699029126,0.4660194174757281,1402,15.753,0.134,14.869,5,0
1.0,31,0.6382978723404256,0.0,715,11.917,0.107,12.433,1,0
1.0,34,0.9146341463414634,0.4756097560975609,2045,27.267,0.066,11.5,0,0
1.0,28,0.6341463414634146,0.1829268292682926,1134,21.808,0.114,13.1,1,0
1.0,27,0.9904761904761904,0.9904761904761904,4072,39.154,0.275,36.628,3,2
1.0,25,0.6829268292682927,0.0609756097560975,631,11.268,0.076,10.7,0,0
1.0,27,0.3085106382978723,0.0,384,13.241,0.095,13.425,3,0
1.0,33,0.3902439024390244,0.0,507,15.844,-0.019,10.3,0,0
1.0,24,0.4408602150537634,0.0,359,8.756,0.041,9.903,1,0
1.0,32,0.4090909090909091,0.2878787878787879,449,16.63,0.032,6.0,0,0
1.0,35,0.9642857142857144,0.0714285714285714,1345,16.605,0.161,19.818,1,0
1.0,27,0.931372549019608,0.0,1551,16.326,0.054,15.621,2,0
1.0,23,0.3333333333333333,0.0416666666666666,415,17.292,0.023,8.7,0,0
1.0,26,1.0,0.6436781609195402,2604,29.931,0.197,21.548,1,0
1.0,25,0.9655172413793104,0.0689655172413793,2044,24.333,0.122,16.863,1,0
1.0,28,0.7083333333333334,0.6805555555555556,1243,24.373,0.162,18.5,0,0
1.0,28,0.8414634146341463,0.3658536585365853,1376,19.942,0.143,18.2,0,0
1.0,26,0.5975609756097561,0.3292682926829268,1091,22.265,0.185,24.4,0,0
1.0,30,0.967741935483871,0.967741935483871,3130,34.778,0.121,18.464,1,0
1.0,30,0.8775510204081632,0.8775510204081632,3182,37.0,0.216,26.091,2,2
1.0,30,0.7586206896551724,0.5057471264367817,1755,26.591,0.128,15.237,1,0
1.0,36,0.9615384615384616,0.0384615384615384,1833,24.44,0.074,15.632,1,0
1.0,32,0.6463414634146342,0.0,869,16.396,-0.006,10.4,0,0
1.0,33,0.6956521739130435,0.0326086956521739,1379,21.547,0.068,19.144,5,0
1.0,25,0.8478260869565217,0.8478260869565217,2161,27.705,0.134,19.484,1,0
1.0,26,1.0,0.6707317073170732,2358,28.756,0.016,8.8,0,0
1.0,25,0.7272727272727273,0.0,836,17.417,0.052,10.9,0,0
1.0,36,1.0,0.8292682926829268,2445,29.817,0.104,15.2,0,0
1.0,24,0.8529411764705882,0.196078431372549,1877,21.575,0.066,10.949,3,0
1.0,31,0.9540229885057472,0.8735632183908046,2107,25.386,0.097,15.623,1,0
1.0,23,0.9886363636363636,0.0113636363636363,1780,20.46,0.157,17.113,1,0
1.0,35,0.7978723404255319,0.1276595744680851,807,10.76,0.083,14.09,1,0
1.0,23,0.7121212121212122,0.106060606060606,1087,23.128,0.022,13.0,0,0
1.0,25,1.0,1.0,3033,36.988,0.101,17.1,0,0
1.0,24,0.975609756097561,0.7073170731707317,2306,28.825,0.119,15.9,0,0
1.0,34,0.9878048780487804,0.1951219512195122,1659,20.481,0.127,16.8,0,0
1.0,30,0.7176470588235294,0.2117647058823529,786,12.885,0.118,12.188,1,0
1.0,28,0.6666666666666666,0.2916666666666667,1005,20.938,0.158,18.2,0,0
1.0,26,0.4756097560975609,0.0,528,13.538,0.045,8.5,1,0
1.0,24,0.6538461538461539,0.1025641025641025,768,15.059,0.122,21.353,1,0
1.0,25,0.7682926829268293,0.2317073170731707,830,13.175,0.093,11.1,1,0
1.0,26,0.8170731707317073,0.048780487804878,1286,19.194,0.049,12.2,0,0
1.0,30,0.9634146341463414,0.6341463414634146,2322,29.392,0.054,10.9,0,0
1.0,27,1.0,1.0,2653,32.354,0.103,14.2,0,0
1.0,25,0.8255813953488372,0.4186046511627907,1844,25.972,0.114,14.149,1,0
1.0,23,0.9,0.9,2424,29.926,0.174,25.369,2,0
1.0,28,0.7560975609756098,0.2317073170731707,777,12.532,0.031,7.5,0,0
1.0,26,0.6829268292682927,0.0,823,14.696,0.093,14.8,0,0
1.0,27,0.8048780487804879,0.5487804878048781,1550,23.485,0.059,9.4,0,0
1.0,28,0.8390804597701149,0.8275862068965517,2067,28.315,0.094,15.53,1,0
1.0,27,0.3793103448275862,0.0114942528735632,464,14.061,0.103,16.975,1,0
1.0,24,0.926829268292683,0.0365853658536585,1293,17.013,0.204,24.7,0,0
1.0,22,0.7804878048780488,0.2560975609756097,1243,19.422,0.154,15.2,0,0
1.0,22,0.9885057471264368,0.9885057471264368,1816,21.116,0.067,13.262,1,0
1.0,32,0.7254901960784313,0.7156862745098039,2468,33.351,0.149,29.223,3,0
1.0,25,0.8536585365853658,0.048780487804878,1184,16.914,0.174,20.7,0,0
1.0,22,0.9885057471264368,0.9885057471264368,2596,30.186,0.098,20.101,1,0
1.0,25,0.7439024390243902,0.7195121951219512,2057,33.721,0.056,12.6,0,0
1.0,31,0.9574468085106383,0.2978723404255319,2034,22.6,0.046,10.869,1,0
1.0,26,0.5280898876404494,0.0112359550561797,407,8.66,0.085,12.663,1,0
1.0,24,1.0,1.0,3299,33.323,0.133,22.894,2,0
1.0,30,0.8902439024390244,0.3048780487804878,1562,21.397,0.074,10.0,0,0
1.0,22,0.9887640449438202,0.9887640449438202,3110,35.341,0.097,20.394,1,0
1.0,31,0.8131868131868132,0.7912087912087912,2007,27.122,0.101,18.063,1,0
1.0,30,0.7263157894736842,0.0736842105263157,2020,29.275,0.104,19.962,1,0
1.0,23,0.7682926829268293,0.7439024390243902,2035,32.302,0.106,17.1,0,0
1.0,34,0.7608695652173914,0.7282608695652174,1699,24.271,0.135,20.861,2,0
1.0,23,0.2439024390243902,0.0,108,5.4,0.178,20.0,0,0
1.0,30,1.0,1.0,2903,35.402,0.074,13.4,0,0
1.0,22,0.6219512195121951,0.0,575,11.275,0.008,7.5,0,0
1.0,24,0.5609756097560976,0.3536585365853658,1427,31.022,0.084,13.6,0,0
1.0,29,0.9772727272727272,0.1022727272727272,1820,21.163,0.17,19.785,1,0
1.0,35,0.5609756097560976,0.5609756097560976,1151,25.022,0.113,14.2,0,0
1.0,32,0.7558139534883721,0.1627906976744186,1177,18.108,0.004,9.312,1,0
1.0,24,0.9659090909090908,0.4090909090909091,2354,27.694,0.107,15.553,1,0
1.0,32,0.7682926829268293,0.3536585365853658,1407,22.333,0.048,12.1,0,0
1.0,26,0.8645833333333334,0.5520833333333334,2416,29.108,0.233,28.928,1,1
1.0,31,0.8313253012048193,0.0602409638554216,979,14.188,0.075,10.419,1,0
1.0,29,0.4468085106382978,0.0,453,10.786,0.099,11.857,3,0
1.0,24,0.3113207547169811,0.0,173,5.242,0.182,15.882,3,0
1.0,27,0.8536585365853658,0.2926829268292683,1754,25.057,0.038,13.1,0,0
1.0,30,0.7727272727272727,0.4545454545454545,960,18.824,-0.015,4.3,0,0
1.0,23,0.7073170731707317,0.2926829268292683,1137,19.603,0.013,10.0,0,0
1.0,30,1.0,0.2234042553191489,2017,21.457,0.084,14.876,1,0
1.0,31,0.9090909090909092,0.0303030303030303,1565,17.389,0.093,11.899,5,0
1.0,22,0.3763440860215054,0.1720430107526881,576,16.457,0.034,8.516,1,0
1.0,24,0.6831683168316832,0.0198019801980198,1087,15.754,0.067,12.7,2,0
1.0,23,0.3043478260869565,0.0,184,6.571,0.204,22.648,1,0
1.0,28,0.7439024390243902,0.0975609756097561,1109,18.18,0.074,14.7,0,0
1.0,36,0.6162790697674418,0.3837209302325581,854,16.113,0.083,10.154,1,0
1.0,24,0.5975609756097561,0.0,519,10.592,0.074,15.8,1,0
1.0,32,0.6382978723404256,0.1276595744680851,900,15.0,0.109,14.302,1,0
1.0,29,0.9878048780487804,0.9878048780487804,1878,23.185,0.056,11.2,0,0
1.0,28,0.1097560975609756,0.0,181,20.111,0.239,21.3,1,0
1.0,25,1.0,1.0,3354,35.305,0.15,16.818,1,1
1.0,27,0.9782608695652174,0.9565217391304348,2813,31.256,0.116,13.965,1,1
1.0,32,0.9545454545454546,0.9545454545454546,2015,23.988,0.092,13.138,1,0
1.0,24,0.4878048780487805,0.1585365853658536,712,17.8,0.034,11.5,0,0
1.0,23,0.5487804878048781,0.5,1457,32.378,0.043,12.3,0,0
1.0,24,0.5869565217391305,0.0326086956521739,528,9.778,0.108,14.962,1,0
1.0,24,0.1707317073170731,0.024390243902439,122,8.714,0.039,8.3,1,0
1.0,23,0.975609756097561,0.975609756097561,3175,39.688,0.097,16.2,0,0
1.0,22,0.8048780487804879,0.0853658536585365,1208,18.303,0.02,9.6,0,0
1.0,35,0.9775280898876404,0.9775280898876404,2891,33.23,0.199,24.991,1,0
1.0,22,0.6707317073170732,0.4268292682926829,1708,31.055,0.076,15.5,0,0
1.0,36,0.942528735632184,0.0114942528735632,567,6.915,0.068,10.027,1,0
1.0,26,0.6341463414634146,0.024390243902439,835,16.058,0.052,10.8,0,0
1.0,34,0.3838383838383838,0.0909090909090909,568,14.947,0.088,14.448,2,0
1.0,26,0.7471264367816092,0.7471264367816092,2110,32.462,0.092,15.307,1,0
1.0,27,0.8333333333333334,0.8333333333333334,1999,36.345,0.098,20.3,0,0
1.0,27,0.9615384615384616,0.8205128205128205,2421,32.28,0.102,17.601,1,0
1.0,24,0.4512195121951219,0.048780487804878,638,17.243,0.03,13.2,0,0
1.0,23,0.7439024390243902,0.3170731707317073,1176,19.279,0.016,9.8,0,0
1.0,34,0.9456521739130436,0.0978260869565217,1588,18.253,0.198,22.09,5,0
1.0,28,0.4390243902439024,0.024390243902439,643,17.861,0.037,10.0,0,0
1.0,26,0.9878048780487804,0.7804878048780488,2148,26.519,0.134,18.1,0,0
1.0,34,0.8658536585365854,0.0121951219512195,1340,18.873,0.09,13.0,0,0
1.0,26,0.9878048780487804,0.9878048780487804,1783,22.012,0.14,18.1,0,0
1.0,35,0.3191489361702128,0.1276595744680851,684,22.8,0.134,23.41,1,0
1.0,22,0.2439024390243902,0.0,268,13.4,0.054,9.3,1,0
1.0,33,0.6078431372549019,0.2352941176470588,822,13.258,0.081,13.036,3,0
1.0,30,0.9814814814814816,0.9814814814814816,3864,36.453,0.207,25.594,5,6
1.0,29,0.8732394366197183,0.8732394366197183,1888,30.452,0.098,16.275,1,0
1.0,23,0.4696969696969697,0.1666666666666666,705,22.742,0.136,17.7,0,0
1.0,30,0.2682926829268293,0.2560975609756097,598,27.182,0.104,19.5,0,0
1.0,27,0.6463414634146342,0.2560975609756097,1107,20.887,0.087,13.1,0,0
1.0,23,0.2682926829268293,0.0121951219512195,199,9.045,-0.072,4.4,0,0
1.0,27,0.902439024390244,0.7682926829268293,2079,28.095,0.145,16.2,0,0
1.0,29,0.926829268292683,0.024390243902439,1181,15.539,0.073,14.6,0,0
1.0,25,0.7922077922077922,0.2597402597402597,1620,26.557,0.151,20.317,1,0
1.0,26,0.6585365853658537,0.2073170731707317,768,14.222,0.019,9.1,0,0
1.0,25,0.7083333333333334,0.1944444444444444,1229,24.098,0.07,11.1,0,0
1.0,32,0.7674418604651163,0.0,901,13.652,0.016,9.684,1,0
1.0,22,0.6116504854368932,0.0970873786407767,977,15.508,0.03,7.698,5,0
1.0,31,0.8076923076923077,0.0,971,15.413,0.085,9.085,1,0
1.0,30,0.9662921348314608,0.8089887640449438,2591,30.128,0.08,12.436,1,0
1.0,24,0.2804878048780488,0.0121951219512195,508,22.087,0.066,12.6,0,0
1.0,31,1.0,1.0,3532,35.32,0.168,20.255,2,5
1.0,23,0.9696969696969696,0.0,895,13.984,0.113,15.2,0,0
1.0,25,0.9634146341463414,0.2926829268292683,1840,23.291,0.164,20.0,0,0
1.0,22,0.7317073170731707,0.6219512195121951,1933,32.217,0.017,10.4,0,0
1.0,34,0.5869565217391305,0.0108695652173913,395,7.315,0.105,7.706,5,0
1.0,31,0.6829268292682927,0.0365853658536585,1054,18.821,0.046,14.4,0,0
1.0,37,0.4545454545454545,0.0,273,9.1,0.053,11.5,1,0
1.0,23,0.951219512195122,0.2195121951219512,1637,20.987,0.059,10.7,0,0
1.0,22,0.8292682926829268,0.7682926829268293,2369,34.838,0.097,16.7,0,0
1.0,23,0.6020408163265306,0.2244897959183673,585,9.915,0.017,8.356,2,0
1.0,23,0.625,0.3333333333333333,722,16.044,0.08,12.5,0,0
1.0,30,0.902439024390244,0.4390243902439024,1606,21.703,0.081,15.9,0,0
1.0,24,1.0,0.0757575757575757,1393,21.106,0.065,14.6,0,0
1.0,32,0.7560975609756098,0.2195121951219512,1211,19.532,0.055,9.6,0,0
1.0,39,0.8673469387755102,0.010204081632653,1575,18.529,0.112,17.002,2,0
1.0,36,0.6538461538461539,0.6538461538461539,1728,33.882,0.179,27.194,1,2
1.0,30,0.8404255319148937,0.8297872340425532,3016,38.177,0.25,35.306,1,3
1.0,30,0.7926829268292683,0.0,1219,18.754,0.067,16.6,0,0
1.0,31,0.6,0.07,730,12.167,0.054,16.646,2,0
1.0,35,0.8529411764705882,0.8333333333333334,1776,20.414,0.097,13.831,2,0
1.0,31,0.6627906976744186,0.4883720930232558,1428,25.053,0.096,12.376,1,0
1.0,25,0.2317073170731707,0.0,158,8.316,0.061,10.5,0,0
1.0,36,1.0,1.0,2622,28.5,0.077,10.654,1,0
1.0,31,0.7439024390243902,0.3048780487804878,908,14.885,0.058,11.1,0,0
1.0,30,0.942528735632184,0.0229885057471264,2142,26.122,0.106,12.901,1,0
1.0,26,0.6219512195121951,0.1707317073170731,984,19.294,0.068,12.5,0,0
1.0,23,0.975609756097561,0.7926829268292683,2045,25.562,0.073,13.2,0,0
1.0,27,0.9473684210526316,0.1052631578947368,1627,18.078,0.096,14.917,5,0
1.0,35,0.9897959183673468,0.9897959183673468,3199,32.979,0.179,26.139,2,2
1.0,22,0.2439024390243902,0.0121951219512195,326,16.3,0.074,13.6,0,0
1.0,25,1.0,1.0,2718,33.146,0.102,17.4,0,0
1.0,27,0.8450704225352113,0.8450704225352113,2080,34.667,0.159,23.438,1,2
1.0,29,0.3292682926829268,0.0,355,13.148,0.149,17.2,0,0
1.0,23,0.9891304347826086,0.0,1766,19.407,0.125,19.181,1,0
1.0,30,0.8048780487804879,0.0,1342,20.333,0.147,17.3,0,0
1.0,25,0.8658536585365854,0.7073170731707317,2091,29.451,0.053,13.7,0,0
1.0,26,0.9894736842105264,0.9894736842105264,3105,33.032,0.147,20.593,1,0
1.0,22,0.5121951219512195,0.0,438,10.429,0.055,14.7,0,0
1.0,36,0.8163265306122449,0.4693877551020408,1992,24.9,0.189,23.588,2,0
1.0,26,0.9782608695652174,0.9782608695652174,3201,35.567,0.171,18.67,1,1
1.0,32,0.7373737373737373,0.7373737373737373,2364,32.384,0.265,30.782,2,0
1.0,25,0.8787878787878788,0.1666666666666666,1098,18.931,0.035,12.4,0,0
1.0,25,0.8780487804878049,0.2317073170731707,1686,23.417,0.068,12.0,0,0
1.0,33,0.8085106382978723,0.202127659574468,2216,29.158,0.101,21.587,3,0
1.0,26,0.8979591836734694,0.5,2266,25.75,0.066,15.059,2,0
1.0,23,0.625,0.5909090909090909,2083,37.873,0.114,19.077,1,0
1.0,29,0.7209302325581395,0.0813953488372093,1314,21.194,0.063,10.335,2,0
1.0,21,0.2638888888888889,0.0,135,7.105,0.036,6.7,1,0
1.0,26,0.7159090909090909,0.034090909090909,748,11.873,0.115,16.406,1,0
1.0,28,0.9545454545454546,0.9545454545454546,2749,32.726,0.156,21.939,1,0
1.0,22,0.1111111111111111,0.1111111111111111,215,26.875,-0.022,12.0,0,0
1.0,33,0.975609756097561,0.8658536585365854,2637,32.962,0.062,12.1,0,0
1.0,28,0.9342105263157896,0.9342105263157896,2195,30.915,0.097,13.731,1,0
1.0,23,1.0,0.0,1775,16.905,0.091,14.587,5,0
1.0,32,0.6477272727272727,0.0454545454545454,1105,19.386,0.08,9.428,1,0
1.0,33,0.7378640776699029,0.5533980582524272,998,13.132,0.163,17.952,5,0
1.0,27,0.9550561797752808,0.146067415730337,2237,26.318,0.082,15.138,1,0
1.0,20,0.1195652173913043,0.0,108,9.818,0.055,24.683,2,0
1.0,25,0.3604651162790697,0.0,159,5.129,-0.034,3.891,3,0
1.0,36,0.1951219512195122,0.0,130,8.125,0.074,8.8,0,0
1.0,23,0.6463414634146342,0.0853658536585365,1164,21.962,0.029,10.6,0,0
1.0,22,0.7560975609756098,0.7439024390243902,1852,29.871,0.13,18.4,0,0
1.0,29,0.9302325581395348,0.3604651162790697,1858,23.225,0.108,14.243,1,0
1.0,37,0.8651685393258427,0.0,1718,22.312,0.112,17.612,1,0
1.0,32,0.8865979381443299,0.8865979381443299,2923,33.988,0.212,30.13,2,2
1.0,24,0.4268292682926829,0.0,471,13.457,0.061,7.5,0,0
1.0,25,0.9743589743589745,0.4487179487179487,2087,27.461,0.104,18.525,1,0
1.0,29,0.9705882352941176,0.9705882352941176,3217,32.495,0.152,23.933,3,0
1.0,29,0.3258426966292135,0.1348314606741573,400,13.793,0.138,15.943,5,0
1.0,26,0.5340909090909091,0.0681818181818181,618,13.149,0.099,12.573,1,0
1.0,33,0.9887640449438202,0.9887640449438202,2931,33.307,0.166,24.88,1,0
1.0,32,0.3902439024390244,0.3902439024390244,1027,32.094,0.042,14.5,0,0
1.0,28,1.0,1.0,2778,33.878,0.083,13.9,0,0
1.0,23,0.8023255813953488,0.8023255813953488,1868,27.072,0.106,15.404,1,0
1.0,27,0.9523809523809524,0.0476190476190476,1805,22.562,0.072,11.115,1,0
1.0,30,0.524390243902439,0.0,592,13.767,0.17,19.7,0,0
