PLAYER;2011/12
DeMar DeRozan;$2,625,000
Roy Hibbert;$2,588,590
Brandon Knight;$2,563,320
Ersan Ilyasova;$2,541,000
Gordon Hayward;$2,532,960
Aaron Gray;$2,500,000
Jason Smith;$2,500,000
Kenyon Martin;$2,500,000
Reggie Williams;$2,500,000
DeShawn Stevenson;$2,500,000
Brandon Jennings;$2,493,720
Ryan Hollins;$2,483,333
JaVale McGee;$2,462,400
Quentin Richardson;$2,446,600
Paul George;$2,406,240
Louis Amundson;$2,403,000
JR Smith;$2,382,353
Terrence Williams;$2,369,040
Kemba Walker;$2,356,320
JJ Hickson;$2,354,537
Cole Aldrich;$2,286,000
Gerald Henderson;$2,250,600
Anthony Parker;$2,250,000
Ben Wallace;$2,246,400
Keyon Dooling;$2,246,400
Ryan Anderson;$2,244,601
Jimmer Fredette;$2,238,360
Courtney Lee;$2,225,093
Kosta Koufos;$2,203,792
Rudy Fernandez;$2,180,443
Xavier Henry;$2,171,640
Nicolas Batum;$2,155,365
Josh Howard;$2,150,000
Tyler Hansbrough;$2,138,040
Klay Thompson;$2,126,520
Goran Dragic;$2,108,000
George Hill;$2,086,360
Ed Davis;$2,063,040
Anthony Tolliver;$2,050,000
Darrell Arthur;$2,027,119
Alec Burks;$2,020,200
Donte Greene;$2,015,896
DJ White;$2,001,167
Earl Watson;$2,000,000
Dante Cunningham;$2,000,000
Patrick Patterson;$1,959,960
Austin Daye;$1,929,600
Markieff Morris;$1,919,160
Matt Barnes;$1,906,200
Larry Sanders;$1,861,920
Omer Asik;$1,857,500
James Johnson;$1,833,120
Marcus Morris;$1,823,280
Luke Babbitt;$1,768,800
Jrue Holiday;$1,741,440
Kawhi Leonard;$1,731,960
Kevin Seraphin;$1,680,360
Renaldo Balkman;$1,675,000
Ty Lawson;$1,654,440
Nikola Vucevic;$1,645,400
Eric Bledsoe;$1,596,360
Jeff Teague;$1,579,920
Gustavo Ayon;$1,567,500
Iman Shumpert;$1,563,120
Avery Bradley;$1,524,480
Eric Maynor;$1,516,680
Gary Forbes;$1,500,000
Greg Oden;$1,500,000
Sebastian Telfair;$1,500,000
James Jones;$1,500,000
Jeff Ayres;$1,500,000
Chris Singleton;$1,485,000
James Anderson;$1,463,520
Darren Collison;$1,455,960
Tobias Harris;$1,418,160
Craig Brackins;$1,404,960
Anthony Carter;$1,352,181
Jamaal Magloire;$1,352,181
Kurt Thomas;$1,352,181
Tony Battie;$1,352,181
Mike Bibby;$1,352,181
Eddie House;$1,352,181
Juwan Howard;$1,352,181
Troy Murphy;$1,352,181
Brian Cardinal;$1,352,181
Brian Scalabrine;$1,352,181
Vladimir Radmanovic;$1,352,181
Tracy McGrady;$1,352,181
Jason Collins;$1,352,181
Jerry Stackhouse;$1,352,181
Elliot Williams;$1,348,800
Omri Casspi;$1,341,960
Michael Redd;$1,308,506
Nolan Smith;$1,306,920
Hamed Haddadi;$1,300,000
Trevor Booker;$1,294,920
Serge Ibaka;$1,288,200
BJ Mullens;$1,288,200
Kenneth Faried;$1,254,720
Damion James;$1,243,080
Rodrigue Beaubois;$1,236,720
Jamaal Tinsley;$1,229,255
Rasual Butler;$1,229,255
Jared Jeffries;$1,229,255
Eddy Curry;$1,229,255
Reggie Evans;$1,229,255
Maurice Evans;$1,223,166
Jason Kapono;$1,223,166
Brian Cook;$1,223,166
Aleksandar Pavlovic;$1,223,166
Marquis Daniels;$1,223,166
Willie Green;$1,223,166
Jannero Pargo;$1,223,166
Royal Ivey;$1,200,000
Taj Gibson;$1,195,680
Dominique Jones;$1,193,280
Earl Clark;$1,160,000
Reggie Jackson;$1,156,320
Wayne Ellington;$1,154,040
Quincy Pondexter;$1,153,800
Roger Mason;$1,146,337
TJ Ford;$1,146,337
Damien Wilkins;$1,146,337
Delonte West;$1,146,337
Toney Douglas;$1,145,640
Joel Przybilla;$1,145,027
Jordan Crawford;$1,120,440
Greivis Vasquez;$1,113,600
MarShon Brooks;$1,110,120
Daniel Orton;$1,105,560
Lazar Hayward;$1,097,520
Christian Eyenga;$1,097,520
Jordan Hamilton;$1,073,286
Ronnie Price;$1,069,509
JaJuan Johnson;$1,042,320
Norris Cole;$1,035,960
Cory Joseph;$1,028,400
Jimmy Butler;$1,020,960
Jon Brockman;$1,000,000
Jeremy Pargo;$1,000,000
Craig Smith;$992,680
Von Wafer;$992,680
Steve Novak;$992,680
Shelden Williams;$992,680
DeJuan Blair;$986,000
Sam Young;$947,800
Dominic McGuire;$915,852
Brandan Wright;$915,852
Ian Mahinmi;$915,852
John Lucas;$915,852
Henry Walker;$885,120
Sean Williams;$885,120
Danny Green;$854,389
Jodie Meeks;$854,389
AJ Price;$854,389
Chase Budinger;$854,389
Alonzo Gee;$854,389
Derrick Brown;$854,389
Sundiata Gaines;$854,389
Erick Dampier;$850,522
Chandler Parsons;$850,000
Keith Bogans;$848,266
DeMarre Carroll;$833,713
Solomon Alabi;$830,000
Yi Jianlian;$827,197
Lance Stephenson;$810,000
Andy Rautins;$788,872
Tyler Honeycutt;$775,000
Jeremy Evans;$762,195
Gary Neal;$762,195
Hassan Whiteside;$762,195
Armon Johnson;$762,195
Chris Johnson;$762,195
Jeremy Lin;$762,195
Landry Fields;$762,195
Dexter Pittman;$762,195
Devin Ebanks;$762,195
Luke Harangody;$762,195
Samardo Samuels;$762,195
Semih Erden;$762,195
Greg Stiemsma;$762,195
Jeremy Tyler;$650,000
Ishmael Smith;$639,254
Bobby Simmons;$594,836
Josh Selby;$550,000
Gerald Green;$516,999
Malcolm Lee;$500,000
Ryan Reid;$475,000
Shelvin Mack;$473,604
Isaiah Thomas;$473,604
Lavoy Allen;$473,604
DeAndre Liggins;$473,604
Justin Harper;$473,604
Jerome Jordan;$473,604
Josh Harrellson;$473,604
Jon Leuer;$473,604
Terrel Harris;$473,604
Andrew Goudelock;$473,604
Darius Morris;$473,604
Trey Thompkins;$473,604
Travis Leslie;$473,604
Chris Wright;$473,604
Charles Jenkins;$473,604
Vernon Macklin;$473,604
Julyan Stone;$473,604
Cory Higgins;$473,604
Jordan Williams;$473,604
E'Twaun Moore;$473,604
Ivan Johnson;$473,604
Solomon Jones;$440,353
Larry Hughes;$414,443
Walker Russell;$374,289
Lance Thomas;$328,444
Josh Davis;$314,041
Francisco Elson;$305,792
DaJuan Summers;$303,137
Greg Smith;$301,733
Mike James;$277,566
Hamady N'Diaye;$270,427
Derrick Caracter;$270,427
Jeff Adrien;$270,427
Mickell Gladness;$248,263
Darington Hobson;$245,884
Jeff Foote;$225,341
Donald Sloan;$198,629
Earl Barron;$185,588
Carldell Johnson;$168,035
Mychel Thompson;$168,035
Manny Harris;$122,942
Malcolm Thomas;$103,104
Dennis Horner;$91,642
Larry Owens;$86,052
Brian Skinner;$65,446
Ike Diogu;$64,028
Ben Uzoh;$61,433
Andre Emmett;$61,433
Garret Siler;$51,097
Courtney Fortson;$42,009
